
1515.0000,-210.000
1515.0040, -77.294
1515.0080,-210.000
1515.0120,-210.000
1515.0160, -76.072
1515.0200, -73.944
1515.0240, -73.717
1515.0280,-210.000
1515.0320, -81.531
1515.0360,-210.000
1515.0400, -78.123
1515.0440, -82.083
1515.0480, -74.897
1515.0520, -75.096
1515.0560,-210.000
1515.0600,-210.000
1515.0640,-210.000
1515.0680, -78.118
1515.0720,-210.000
1515.0760,-210.000
1515.0800,-210.000
1515.0840,-210.000
1515.0880, -77.202
1515.0920, -80.062
1515.0960,-210.000
1515.1000, -76.734
1515.1040, -83.718
1515.1080,-210.000
1515.1120, -76.446
1515.1160,-210.000
1515.1200,-210.000
1515.1240,-210.000
1515.1280,-210.000
1515.1320,-210.000
1515.1360, -82.756
1515.1400, -74.367
1515.1440, -78.426
1515.1480, -80.485
1515.1520,-210.000
1515.1560,-210.000
1515.1600, -86.811
1515.1640, -82.503
1515.1680, -72.784
1515.1720, -75.437
1515.1760, -77.385
1515.1800, -71.660
1515.1840,-210.000
1515.1880, -82.469
1515.1920,-210.000
1515.1960, -73.296
1515.2000, -77.449
1515.2040, -81.316
1515.2080, -97.349
1515.2120, -77.323
1515.2160,-210.000
1515.2200,-210.000
1515.2240,-210.000
1515.2280,-210.000
1515.2320, -81.138
1515.2360,-210.000
1515.2400,-210.000
1515.2440,-210.000
1515.2480,-210.000
1515.2520, -76.368
1515.2560, -75.438
1515.2600, -76.397
1515.2640,-210.000
1515.2680, -74.287
1515.2720, -79.759
1515.2760, -76.897
1515.2800, -73.611
1515.2840, -95.645
1515.2880, -80.894
1515.2920, -81.638
1515.2960,-210.000
1515.3000,-210.000
1515.3040,-210.000
1515.3080, -82.237
1515.3120,-210.000
1515.3160,-210.000
1515.3200,-210.000
1515.3240,-210.000
1515.3280, -79.511
1515.3320,-210.000
1515.3360, -80.102
1515.3400,-210.000
1515.3440,-210.000
1515.3480, -75.422
1515.3520,-210.000
1515.3560, -78.467
1515.3600, -76.660
1515.3640, -90.499
1515.3680, -75.087
1515.3720, -76.272
1515.3760, -83.553
1515.3800, -75.482
1515.3840,-210.000
1515.3880,-210.000
1515.3920,-210.000
1515.3960, -80.159
1515.4000, -79.528
1515.4040, -84.242
1515.4080, -79.477
1515.4120,-210.000
1515.4160, -77.372
1515.4200, -80.640
1515.4240,-210.000
1515.4280,-210.000
1515.4320,-210.000
1515.4360, -85.338
1515.4400, -87.193
1515.4440,-210.000
1515.4480,-210.000
1515.4520,-210.000
1515.4560,-210.000
1515.4600,-210.000
1515.4640,-210.000
1515.4680,-210.000
1515.4720,-210.000
1515.4760, -85.734
1515.4800, -79.905
1515.4840, -77.331
1515.4880,-210.000
1515.4920,-210.000
1515.4960,-210.000
1515.5000,-210.000
1515.5040, -78.305
1515.5080, -94.990
1515.5120, -75.494
1515.5160,-210.000
1515.5200,-210.000
1515.5240,-210.000
1515.5280,-210.000
1515.5320,-210.000
1515.5360,-210.000
1515.5400, -83.624
1515.5440, -80.706
1515.5480, -78.813
1515.5520, -74.809
1515.5560, -84.278
1515.5600, -76.666
1515.5640,-210.000
1515.5680, -75.953
1515.5720,-210.000
1515.5760, -80.885
1515.5800,-210.000
1515.5840, -78.813
1515.5880, -76.122
1515.5920,-210.000
1515.5960, -89.766
1515.6000, -79.162
1515.6040, -79.737
1515.6080, -87.292
1515.6120, -80.774
1515.6160, -81.731
1515.6200, -75.134
1515.6240, -80.235
1515.6280,-210.000
1515.6320,-210.000
1515.6360,-210.000
1515.6400,-210.000
1515.6440,-210.000
1515.6480,-210.000
1515.6520, -76.114
1515.6560,-210.000
1515.6600, -77.423
1515.6640, -72.300
1515.6680,-210.000
1515.6720,-210.000
1515.6760, -73.217
1515.6800, -73.481
1515.6840, -75.493
1515.6880,-210.000
1515.6920, -77.215
1515.6960,-210.000
1515.7000,-210.000
1515.7040, -74.109
1515.7080,-210.000
1515.7120, -77.822
1515.7160,-210.000
1515.7200, -74.943
1515.7240,-210.000
1515.7280,-210.000
1515.7320, -78.328
1515.7360,-210.000
1515.7400, -75.145
1515.7440,-210.000
1515.7480, -83.943
1515.7520,-111.316
1515.7560,-210.000
1515.7600, -72.489
1515.7640,-210.000
1515.7680, -77.412
1515.7720, -82.265
1515.7760, -74.000
1515.7800, -78.473
1515.7840, -86.804
1515.7880,-210.000
1515.7920, -80.377
1515.7960,-210.000
1515.8000, -76.772
1515.8040, -76.065
1515.8080,-210.000
1515.8120, -80.044
1515.8160, -75.348
1515.8200,-210.000
1515.8240,-210.000
1515.8280,-210.000
1515.8320,-210.000
1515.8360,-210.000
1515.8400, -79.035
1515.8440,-210.000
1515.8480,-210.000
1515.8520, -83.003
1515.8560,-210.000
1515.8600,-210.000
1515.8640, -74.307
1515.8680, -81.131
1515.8720, -78.326
1515.8760,-210.000
1515.8800,-210.000
1515.8840, -79.627
1515.8880,-210.000
1515.8920,-210.000
1515.8960,-210.000
1515.9000,-210.000
1515.9040,-210.000
1515.9080, -88.332
1515.9120, -86.202
1515.9160,-210.000
1515.9200, -79.789
1515.9240,-210.000
1515.9280, -90.283
1515.9320,-210.000
1515.9360, -73.624
1515.9400,-210.000
1515.9440, -76.479
1515.9480,-210.000
1515.9520, -74.579
1515.9560, -76.756
1515.9600, -72.228
1515.9640,-210.000
1515.9680,-210.000
1515.9720, -84.339
1515.9760, -75.807
1515.9800, -72.678
1515.9840, -83.940
1515.9880, -77.024
1515.9920, -72.392
1515.9960, -75.814
1516.0000, -73.473
1516.0040,-210.000
1516.0080,-210.000
1516.0120, -76.032
1516.0160,-210.000
1516.0200,-210.000
1516.0240, -72.273
1516.0280, -72.739
1516.0320, -72.442
1516.0360, -74.994
1516.0400,-210.000
1516.0440, -78.299
1516.0480, -81.772
1516.0520,-210.000
1516.0560, -78.448
1516.0600,-210.000
1516.0640,-210.000
1516.0680, -88.331
1516.0720, -80.438
1516.0760, -78.184
1516.0800, -79.861
1516.0840,-210.000
1516.0880,-210.000
1516.0920, -85.014
1516.0960,-210.000
1516.1000,-210.000
1516.1040,-210.000
1516.1080,-210.000
1516.1120, -77.889
1516.1160,-210.000
1516.1200,-210.000
1516.1240,-210.000
1516.1280, -76.351
1516.1320, -93.058
1516.1360,-210.000
1516.1400, -74.939
1516.1440,-210.000
1516.1480,-210.000
1516.1520,-210.000
1516.1560,-210.000
1516.1600,-210.000
1516.1640, -88.107
1516.1680,-210.000
1516.1720, -74.927
1516.1760,-210.000
1516.1800,-210.000
1516.1840,-210.000
1516.1880, -81.053
1516.1920, -87.836
1516.1960,-210.000
1516.2000,-210.000
1516.2040,-210.000
1516.2080, -79.401
1516.2120, -77.669
1516.2160,-210.000
1516.2200, -79.093
1516.2240, -83.573
1516.2280, -79.384
1516.2320, -77.022
1516.2360, -74.650
1516.2400, -79.973
1516.2440,-210.000
1516.2480,-210.000
1516.2520,-210.000
1516.2560,-210.000
1516.2600,-210.000
1516.2640,-210.000
1516.2680,-210.000
1516.2720,-210.000
1516.2760, -78.293
1516.2800,-210.000
1516.2840,-210.000
1516.2880, -77.599
1516.2920,-210.000
1516.2960,-210.000
1516.3000,-210.000
1516.3040,-210.000
1516.3080, -82.325
1516.3120,-210.000
1516.3160,-210.000
1516.3200,-210.000
1516.3240,-210.000
1516.3280, -79.285
1516.3320, -75.281
1516.3360, -83.145
1516.3400,-210.000
1516.3440, -76.695
1516.3480, -71.525
1516.3520,-210.000
1516.3560,-210.000
1516.3600,-210.000
1516.3640, -75.659
1516.3680, -76.667
1516.3720, -75.610
1516.3760, -78.218
1516.3800, -82.291
1516.3840,-102.865
1516.3880,-210.000
1516.3920, -74.547
1516.3960,-210.000
1516.4000,-210.000
1516.4040, -79.840
1516.4080, -80.228
1516.4120, -73.249
1516.4160,-210.000
1516.4200,-210.000
1516.4240,-210.000
1516.4280,-210.000
1516.4320, -90.710
1516.4360, -80.550
1516.4400, -77.129
1516.4440, -73.491
1516.4480,-210.000
1516.4520,-210.000
1516.4560, -78.711
1516.4600,-210.000
1516.4640,-210.000
1516.4680,-210.000
1516.4720,-210.000
1516.4760, -78.458
1516.4800, -73.817
1516.4840, -76.544
1516.4880, -82.038
1516.4920, -85.395
1516.4960, -79.626
1516.5000, -81.076
1516.5040,-210.000
1516.5080, -81.435
1516.5120, -74.725
1516.5160, -75.671
1516.5200,-210.000
1516.5240, -73.756
1516.5280, -80.329
1516.5320,-210.000
1516.5360,-210.000
1516.5400, -77.652
1516.5440,-210.000
1516.5480,-210.000
1516.5520,-210.000
1516.5560, -80.445
1516.5600, -81.303
1516.5640,-210.000
1516.5680,-210.000
1516.5720,-210.000
1516.5760, -75.570
1516.5800,-210.000
1516.5840, -78.373
1516.5880,-210.000
1516.5920, -75.176
1516.5960,-210.000
1516.6000,-210.000
1516.6040, -78.480
1516.6080, -83.936
